"accountName","accountLinkedin","accountUrl","accountDescription","peopleLinkedin","status","initialReason"
"BMO","https://www.linkedin.com/company/bank-of-montreal","http://www.bmo.com","At BMO, banking is our personal commitment to helping people at every stage of their financial lives.The truth is, people’s needs change: so we change too. But we never change who we are. Which means we’ll never waiver from providing our customers the best possible banking experience in the industry. Our incredible team of over 46,000 people is just the tip of the iceberg. You should get to know us. We’re here to help.","https://linkedin.com/in/raghavendar-meerjumla-71b166248","invalid","proxycurl scraping error"
"EPAM Systems","https://www.linkedin.com/company/epam-systems","http://www.epam.com","Since 1993, EPAM Systems, Inc. (NYSE: EPAM) has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider – leading the industry in digital and physical product development and digital platform engineering services. Through its innovative strategy; integrated advisory, consulting, and design capabilities; and unique 'Engineering DNA,' EPAM's globally deployed hybrid teams help make the future real for clients and communities around the world by powering better enterprise, education and health platforms that connect people, optimize experiences, and improve people's lives. In 2021, EPAM was added to the S&P 500 and included among the list of Forbes Global 2000 companies.  

Selected by Newsweek as a 2021 and 2022 Most Loved Workplace, EPAM's global multi-disciplinary teams serve customers in more than 50 countries across six continents. As a recognized leader, EPAM is listed among the top 15 companies in Information Technology Services on the Fortune 1000 and ranked four times as the top IT services company on Fortune's 100 Fastest Growing Companies list. EPAM is also listed among Ad Age's top 25 World's Largest Agency Companies for three consecutive years, and Consulting Magazine named EPAM Continuum a top 20 Fastest Growing Firm.

Learn more at  www.epam.com.","https://linkedin.com/in/bubai-mondal-kgec","invalid","Proxycurl linkedin does not match account"
"State Farm","https://www.linkedin.com/company/state_farm","https://www.statefarm.com/careers","At State Farm®, our mission is to help people manage the risks of everyday life, recover from the unexpected, and realize their dreams. We are passionate and driven to create possibilities, and we’re serious about helping customers by providing solutions for all of life’s moments. Like a good neighbor, State Farm is there.®","https://linkedin.com/in/rohith-pagadala-b7a390206","invalid","proxycurl scraping error"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/juan-pablo-ciceri-3624224b","invalid","proxycurl scraping error"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/hengqing-hu-219aa256","invalid","proxycurl scraping error"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/sarath-kumars","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/guru-vighneshwaran-38b2bb69","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/younggabriel","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/serloaiza","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/liliana-ramirez-19a68a3a","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/jorge-andrés-guio-072145183","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/svobodajiri-hajany","invalid","Proxycurl linkedin does not match account"
"Blackboard","https://www.linkedin.com/company/blackboard","http://anthology.com","As part of the Anthology ecosystem, Blackboard Learn is designed to help students and educators achieve their goals through dynamic, data-informed experiences. Blackboard Learn by Anthology helps students and faculty connect and engage to drive better outcomes and support learner success.","https://linkedin.com/in/cesarmartinez1988","invalid","Proxycurl linkedin does not match account"
"Micro Focus","https://www.linkedin.com/company/micro-focus","http://www.microfocus.com","OpenText has completed the purchase of Micro Focus . We are excited to combine together to provide expanded offerings that support our customers’ growing needs to digitize and work smarter. We are now 25,000 experts strong making us better able to help our customers and fuel our innovation.
 
Micro Focus brings critical technologies to OpenText, including new categories of AI & Analytics, Application Development & Delivery, Application Modernization, and Digital Operations Management. They greatly complement OpenText’s proven market leadership in Content Services, Business Network, Digital Experience and Cyber Security. With our combined capabilities, we will help customers gain an information advantage and accelerate their digital transformation.
 
The newly combined company will focus on future business growth that is inclusive, sustainable, and human centric. We can accelerate how we solve complexities by bringing information and automation together so businesses of all sizes can be re-invented through new digital fabrics, new rules, and new ways to work. 
 
The world’s most trusted companies trust OpenText, and our expertise is in helping people work smarter. OpenText powers and protects information to elevate every person and every organization to be their best.","https://linkedin.com/in/dariencook","invalid","proxycurl scraping error"
"Micro Focus","https://www.linkedin.com/company/micro-focus","http://www.microfocus.com","OpenText has completed the purchase of Micro Focus . We are excited to combine together to provide expanded offerings that support our customers’ growing needs to digitize and work smarter. We are now 25,000 experts strong making us better able to help our customers and fuel our innovation.
 
Micro Focus brings critical technologies to OpenText, including new categories of AI & Analytics, Application Development & Delivery, Application Modernization, and Digital Operations Management. They greatly complement OpenText’s proven market leadership in Content Services, Business Network, Digital Experience and Cyber Security. With our combined capabilities, we will help customers gain an information advantage and accelerate their digital transformation.
 
The newly combined company will focus on future business growth that is inclusive, sustainable, and human centric. We can accelerate how we solve complexities by bringing information and automation together so businesses of all sizes can be re-invented through new digital fabrics, new rules, and new ways to work. 
 
The world’s most trusted companies trust OpenText, and our expertise is in helping people work smarter. OpenText powers and protects information to elevate every person and every organization to be their best.","https://linkedin.com/in/ningdeng","invalid","Proxycurl linkedin does not match account"
"Micro Focus","https://www.linkedin.com/company/micro-focus","http://www.microfocus.com","OpenText has completed the purchase of Micro Focus . We are excited to combine together to provide expanded offerings that support our customers’ growing needs to digitize and work smarter. We are now 25,000 experts strong making us better able to help our customers and fuel our innovation.
 
Micro Focus brings critical technologies to OpenText, including new categories of AI & Analytics, Application Development & Delivery, Application Modernization, and Digital Operations Management. They greatly complement OpenText’s proven market leadership in Content Services, Business Network, Digital Experience and Cyber Security. With our combined capabilities, we will help customers gain an information advantage and accelerate their digital transformation.
 
The newly combined company will focus on future business growth that is inclusive, sustainable, and human centric. We can accelerate how we solve complexities by bringing information and automation together so businesses of all sizes can be re-invented through new digital fabrics, new rules, and new ways to work. 
 
The world’s most trusted companies trust OpenText, and our expertise is in helping people work smarter. OpenText powers and protects information to elevate every person and every organization to be their best.","https://linkedin.com/in/sachindast","invalid","Proxycurl linkedin does not match account"
"Trimble Inc.","https://www.linkedin.com/company/trimble","http://www.trimble.com","Trimble is transforming the way the world works by delivering products and services that connect the physical and digital worlds. Core technologies in positioning, modeling, connectivity and data analytics enable customers to improve productivity, quality, safety and sustainability. From purpose-built products to enterprise lifecycle solutions, Trimble software, hardware and services are transforming industries such as agriculture, construction, geospatial and transportation. For more information about Trimble (NASDAQ:TRMB), visit: www.trimble.com.

Trimble products are used in over 141 countries around the world. Employees in more than 30 countries, coupled with a highly capable network of dealers and distribution partners serve and support customers worldwide. As the market leader in most of our businesses, we offer a compelling value proposition to our customers based on productivity, return on investment and environmental stewardship. Come position yourself with an innovative industry leader and position yourself for success.

Career opportunities here: http://fb.trmb.co/jobslkd 
Follow us on Twitter: https://twitter.com/TrimbleCorpNews
Join us on Facebook:www.facebook.com/trimblecorporate
See us on YouTube: https://www.youtube.com/channel/UCD5r7hBRwI6NFc4izfm-ocg","https://linkedin.com/in/ilya-khazanov","invalid","Proxycurl linkedin does not match account"
"Western Union","https://www.linkedin.com/company/western-union","www.westernunion.com","Many know us as the most trusted way to send money to friends and family overseas and across borders, but we're much more than that. 

Our talented teams around the world are building new ways to send, save and spend money. Wherever you are in the world, in whatever currency you choose, we're evolving our services to meet the demands of tomorrow. 

We're here for what's next. When our teams make more financial services accessible to people everywhere, we help more people prosper, transforming lives and communities.","https://linkedin.com/in/sudhir-zanje-b1409125","invalid","Proxycurl linkedin does not match account"
"Western Union","https://www.linkedin.com/company/western-union","www.westernunion.com","Many know us as the most trusted way to send money to friends and family overseas and across borders, but we're much more than that. 

Our talented teams around the world are building new ways to send, save and spend money. Wherever you are in the world, in whatever currency you choose, we're evolving our services to meet the demands of tomorrow. 

We're here for what's next. When our teams make more financial services accessible to people everywhere, we help more people prosper, transforming lives and communities.","https://linkedin.com/in/ajaychava001","invalid","proxycurl scraping error"
"Western Union","https://www.linkedin.com/company/western-union","www.westernunion.com","Many know us as the most trusted way to send money to friends and family overseas and across borders, but we're much more than that. 

Our talented teams around the world are building new ways to send, save and spend money. Wherever you are in the world, in whatever currency you choose, we're evolving our services to meet the demands of tomorrow. 

We're here for what's next. When our teams make more financial services accessible to people everywhere, we help more people prosper, transforming lives and communities.","https://linkedin.com/in/ajaych475","invalid","Proxycurl linkedin does not match account"
"Western Union","https://www.linkedin.com/company/western-union","www.westernunion.com","Many know us as the most trusted way to send money to friends and family overseas and across borders, but we're much more than that. 

Our talented teams around the world are building new ways to send, save and spend money. Wherever you are in the world, in whatever currency you choose, we're evolving our services to meet the demands of tomorrow. 

We're here for what's next. When our teams make more financial services accessible to people everywhere, we help more people prosper, transforming lives and communities.","https://linkedin.com/in/pavan-balcha-bab68226","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/julie-sippel-02443914","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/dek-kolab-176b90220","invalid","proxycurl scraping error"
"Brookfield Asset Management","https://www.linkedin.com/company/brookfield-asset-management/","https://www.brookfield.com","Brookfield Asset Management is a leading global alternative asset manager with over US$800 billion of assets under management across real estate, infrastructure, private equity and credit (including through affiliate Oaktree Capital Management). 

Building on an investment history that stretches back more than 100 years, we own and operate long-life assets and businesses, many of which form the backbone of today’s global economy. Utilizing our global reach, access to large-scale capital and operational expertise, we offer a range of investment products and services to investors around the world—including public and private pension plans, endowments and foundations, financial institutions, insurance companies and private wealth. 

Learn more at www.brookfield.com and www.oaktreecapital.com

**Phishing and Fraudulent Websites Warning**

Please be aware of the misuse of the Brookfield name and brand by individuals and groups fraudulently publishing fake websites and engaging in “phishing” scams that seek personal or confidential information from potential job candidates. This includes the posting of fake Brookfield job offers on LinkedIn and other career sites. 

Specifically, please note the following:

• Website: When communicating with Brookfield Asset Management online, ensure that you are only using our authorized website—brookfield.com. No other websites are authorized. 

• Email: The only authorized Brookfield Asset Management email domain is @brookfield.com. Our employees or authorized representatives should not be sending or receiving work related emails from personal accounts. This is against company policy.

• Confidential Information: Brookfield will never require potential candidates to provide financial account information over email or online.","https://linkedin.com/in/edward-ryder-cpa-909a14bb","invalid","proxycurl scraping error"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/madalyn-garelick-a6b658135","invalid","proxycurl scraping error"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/linda-holland-02994076","invalid","proxycurl scraping error"
"Savills","https://www.linkedin.com/company/savills/","http://www.savills.com","Savills is a global real estate services provider with a network of more than 40,000 people in over 700 offices across the Americas, Europe, Asia Pacific, Africa and the Middle East. A FTSE 250 company (LON: SVS) headquartered in London, Savills advises corporate, institutional and private clients who are seeking to acquire, lease, develop or realise the value of residential and commercial property in the world's key locations.","https://linkedin.com/in/melissa-cox-55862769","invalid","No proxycurl linkedin profile"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/william-colligan-48358386","invalid","proxycurl scraping error"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/christian-hunter-debruyn","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/mullacheri-k-nair-71831315","invalid","proxycurl scraping error"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/mark-tull-3814aa248","invalid","Proxycurl linkedin does not match account"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/christopher-bolei-24221a13","invalid","Proxycurl linkedin does not match account"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/liam-miley-002333230","invalid","Proxycurl linkedin does not match account"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/abel-alarcon-98836b1aa","invalid","proxycurl scraping error"
"Savills","https://www.linkedin.com/company/savills/","http://www.savills.com","Savills is a global real estate services provider with a network of more than 40,000 people in over 700 offices across the Americas, Europe, Asia Pacific, Africa and the Middle East. A FTSE 250 company (LON: SVS) headquartered in London, Savills advises corporate, institutional and private clients who are seeking to acquire, lease, develop or realise the value of residential and commercial property in the world's key locations.","https://linkedin.com/in/david-riach-05580040","invalid","proxycurl scraping error"
"Savills","https://www.linkedin.com/company/savills/","http://www.savills.com","Savills is a global real estate services provider with a network of more than 40,000 people in over 700 offices across the Americas, Europe, Asia Pacific, Africa and the Middle East. A FTSE 250 company (LON: SVS) headquartered in London, Savills advises corporate, institutional and private clients who are seeking to acquire, lease, develop or realise the value of residential and commercial property in the world's key locations.","https://linkedin.com/in/rachel-shaw-99625a179","invalid","proxycurl scraping error"
"Hines","https://www.linkedin.com/company/hines/","https://www.hines.com/?utm_source=linkedin&utm_medium=social&utm_campaign=linkedinprofile","Hines is a global real estate investment, development and property manager. The firm was founded by Gerald D. Hines in 1957 and now operates in 30 countries. We manage nearly $96B in high-performing assets across residential, logistics, retail, office, and mixed-use strategies. Our local teams serve 480 properties totaling nearly 241 million square feet globally. We are committed to a net zero carbon target by 2040 without buying offsets. To learn more about Hines, visit www.hines.com and follow @Hines on social media.

¹Includes both the global Hines organization and RIA AUM as of December 31, 2022.","https://linkedin.com/in/jesus-torres-6b598859","invalid","proxycurl scraping error"
"Hines","https://www.linkedin.com/company/hines/","https://www.hines.com/?utm_source=linkedin&utm_medium=social&utm_campaign=linkedinprofile","Hines is a global real estate investment, development and property manager. The firm was founded by Gerald D. Hines in 1957 and now operates in 30 countries. We manage nearly $96B in high-performing assets across residential, logistics, retail, office, and mixed-use strategies. Our local teams serve 480 properties totaling nearly 241 million square feet globally. We are committed to a net zero carbon target by 2040 without buying offsets. To learn more about Hines, visit www.hines.com and follow @Hines on social media.

¹Includes both the global Hines organization and RIA AUM as of December 31, 2022.","https://linkedin.com/in/leonard-dipasquale-b3b81012","invalid","Proxycurl linkedin does not match account"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/harishankar-sundriyal-83597856","invalid","No proxycurl linkedin profile"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/robert-schubert-3825aa49","invalid","proxycurl scraping error"
"Hines","https://www.linkedin.com/company/hines/","https://www.hines.com/?utm_source=linkedin&utm_medium=social&utm_campaign=linkedinprofile","Hines is a global real estate investment, development and property manager. The firm was founded by Gerald D. Hines in 1957 and now operates in 30 countries. We manage nearly $96B in high-performing assets across residential, logistics, retail, office, and mixed-use strategies. Our local teams serve 480 properties totaling nearly 241 million square feet globally. We are committed to a net zero carbon target by 2040 without buying offsets. To learn more about Hines, visit www.hines.com and follow @Hines on social media.

¹Includes both the global Hines organization and RIA AUM as of December 31, 2022.","https://linkedin.com/in/andrewcharris","invalid","Proxycurl linkedin does not match account"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/corky-stone-9481b626","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/philipp-duttenh%c3%b6fer-2a023a177","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/seshadri-ganapathy-4380781a8","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/melissahiciano","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/keidra-miles-17405074","invalid","proxycurl scraping error"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/richard-court-0aab6339","invalid","proxycurl scraping error"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/lanewade1","invalid","proxycurl scraping error"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/mark-brosnan-0b553021","invalid","proxycurl scraping error"
"JLL","https://www.linkedin.com/company/jll/","https://co.jll/3INemQG","We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us.","https://linkedin.com/in/lafonzel-toni-warren-270545b5","invalid","proxycurl scraping error"
"Greystar","https://www.linkedin.com/company/greystar/","https://www.greystar.com","Founded in 1993, Greystar provides world-class service in the residential rental housing industry. Our innovative vertically integrated business model integrates the management, development and investment disciplines of the rental housing industry on international, regional and local levels. This unique approach and our commitment to hiring the best professionals have resulted in record growth, making us one of the most respected and trusted global real estate companies.

Because our vertically integrated business model includes both investment and service-oriented businesses, we’re able to maintain a constant presence in local markets and create value in all phases of the real estate cycle. Our international platform provides economies of scale, financial sophistication, institutional quality reporting and tremendous capital relationships, while our city offices provide local market expertise and execution.

Supported by a global team of 20,000+ employees, Greystar’s experienced and cross-functional executive team boasts on average over 23 years of industry experience and provides a diverse perspective throughout the investment process.

Over the years, Greystar has learned what’s important to people when it comes to a place to call home. That’s why we continually strive to provide beautiful living environments and innovative services that enhance the living experience. We take great pride in knowing that our homes are inviting places for residents to celebrate life’s important moments.



Privacy Policy: https://www.greystar.com/privacy 
DMCA: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy","https://linkedin.com/in/ericpaparo","invalid","Proxycurl linkedin does not match account"
